,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
1827,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2647-alameda-central-condominio-cercado-de-lima-lima-lima-besco,Alameda Central Condominio,-12.0475328,-77.0566513,"Av. Oscar R. Benavides 1140 (Ex Av. Colonial), esquina con Jr. Gaspar Hernandez, Cercado de Lima",Cercado de lima,En construcción,"28 de Febrero, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Cancha de Fulbito', 'Club House', 'Cuarto servicio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TORRE 3-FLAT-TIPO 12,"Pisos: 12, 19, 20",3,65.60 m2,"S/ 293,696"
3672,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 144,Piso: 1,3,54.87 m2,"S/ 150,000"
1053,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1301-reserva-748-cercado-de-lima-lima-lima-cantabria,Reserva 748,-12.0718416,-77.03655839999999,Av. Arequipa 748 -768,Cercado de lima,Entrega inmediata,"30 de Agosto, 2022",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería']",flat,Tipo 6,"Pisos: 4, 11, 17, 18, 20",2,60.96 m2,"S/ 460,000"
692,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3319-san-borja-sur-985-san-borja-lima-lima-ee-inmobiliaria,San Borja Sur 985,-12.1000763,-76.9932627,Av. San Borja Sur N° 985,San Borja,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Dpto. 103,Piso: 1,3,143.19 m2,"S/ 839,000"
207,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2496-contisuyo-san-miguel-lima-lima-capac-asociados,Contisuyo,-12.071500205312542,-77.09717999859889,Contisuyo 260,San Miguel,En construcción,"30 de Noviembre, 2024",Banco Pichincha,['Lobby'],duplex,XD803,Piso: 8,3,121.75 m2,"S/ 641,000"
119,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2876-amara-santiago-de-surco-lima-lima-conforta-inmobiliaria,AMARA,-12.119704734211034,-76.9757078477669,JIRON LAS GARDENIAS N° 152 - 156 - URB. VALLE HERMOSO DE MONTERRICO RESIDENCIAL,Santiago De Surco,En construcción,"30 de Junio, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techos Ecológicos', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,"203 AL 603, 704","Pisos: 5, 6, 7",3,82.55 m2,"S/ 619,739"
5345,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario,Santorini,-12.073561795487,-77.03112064660345,Av. Alejandro Tirado 731,Cercado de lima,En construcción,"01 de Marzo, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,S15,Piso: 2,1,42.71 m2,"S/ 268,849"
5930,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3279-proyecto-roma-surquillo-lima-lima-inmobiliaria-canasan,PROYECTO ROMA,-12.1132452,-77.0014976,Calle descartes 165,Surquillo,En construcción,"31 de Octubre, 2024",Financiamiento Propio,"['Lobby', 'Otros']",duplex,TIPO 7,Piso: 8,2,102.50 m2,"S/ 690,000"
3260,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2344-chiclayo-346-miraflores-lima-lima-jopesa,CHICLAYO 346,-12.114585710544944,-77.03189494448505,Calle chiclayo 340-346,Miraflores,En construcción,"31 de Octubre, 2024",Banco BANBIF,"['Lobby', 'Zona de Parrillas', 'Otros']",duplex,X01-1,Piso: 1,3,129.15 m2,"S/ 1,080,343"
2088,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2764-san-felipe-1190-jesus-maria-lima-lima-v&v-grupo-inmobiliario,SAN FELIPE 1190,-12.081844716493183,-77.04611061233837,av. san felipe 1190,Jesus Maria,En planos,"31 de Diciembre, 2025",Banco Interbank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 101,Piso: 1,1,63.00 m2,"S/ 457,000"
1518,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3425-alameda-san-miguel-san-miguel-lima-lima-tale-inmobiliaria,Alameda San Miguel,-12.06894549013527,-77.09819108247758,"Esquina Av. Precursores y Av. Elmer Faucett, San Miguel",San Miguel,En planos,"01 de Julio, 2027",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas']",flat,X03,Pisos: Entre 4 al 21,1,27.35 m2,"S/ 219,000"
1370,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2990-friendz-2-chorrillos-lima-lima-hl-desarrollos-inmobiliarios,Friendz 2,-12.175152772790474,-77.00200867335236,Jr. Andromeda Mz J Lote 3,Chorrillos,En construcción,"31 de Mayo, 2025",Banco Pichincha,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 2Y,Pisos: Entre 1 al 6,3,63.52 m2,"S/ 321,284"
3325,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2985-toscanini-san-borja-lima-lima-rb-arquitectura,Toscanini,-12.107221696946526,-76.99606775572894,CALLE TOSCANINI 129,San Borja,En planos,"31 de Enero, 2025",Banco BCP,['Lobby'],flat,tipo 2,Pisos: 2 y 3,3,92.29 m2,"S/ 799,000"
294,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1974-invent-chorrillos-chorrillos-lima-lima-invent,Invent Chorrillos,-12.1661626,-77.0245367,Calle José Olaya 225,Chorrillos,Entrega inmediata,"29 de Febrero, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,Tipo D1,Piso: 12,3,139.88 m2,"S/ 745,185"
4978,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3180-mum-363-magdalena-del-mar-lima-lima-tale-inmobiliaria,MUM 363,-12.0949881,-77.0552728,Av. Javier Prado Oeste 2291,Magdalena Del Mar,En planos,"31 de Diciembre, 2026",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Zona de Parrillas', 'Otros']",flat,X10-A,"Pisos: 2, 4, 6",2,65.70 m2,"S/ 515,000"
4429,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2258-s29-magdalena-del-mar-lima-lima-llosa-edificaciones-urban,S29,-12.096069,-77.05514079999999,Av. Salaverry 2900,Magdalena Del Mar,En construcción,"31 de Enero, 2025","Banco BCP, BBVA, Banco Pichincha, Banco Interbank, Banco Scotiabank","['Gimnasio', 'Lobby', 'Piscina', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 4,Pisos: Entre 3 al 8,1,43.39 m2,"$ 111,282"
5804,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2920-abstract-miraflores-lima-lima-urbana-per%C3%BA,Abstract,-12.124144,-77.0219767,Casimiro ulloa 328,Miraflores,En planos,"31 de Julio, 2025",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X02-Torre2,Pisos: Entre 2 al 9,1,34.28 m2,"S/ 379,957"
986,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2762-monte-mayor-177-santiago-de-surco-lima-lima-grupo-edifikarte,MONTE MAYOR 177,-12.1144915,-76.9868623,Monte Mayor 177 Surco,Santiago De Surco,Entrega inmediata,"31 de Agosto, 2024",Banco BCP,"['Areas verdes', 'Cuarto servicio', 'Lobby', 'Video vigilancia']",flat,C,"Pisos: 2, 4, 5, 6",2,86.72 m2,"S/ 780,000"
962,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3231-denim-miraflores-lima-lima-esparq-inversiones,DENIM,-12.1125035,-77.03057799999999,Calle Tarapacá 140,Miraflores,En planos,"01 de Marzo, 2026",BBVA,"['Lobby', 'Piscina', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,TIPO 1,Pisos: Entre 6 al 15,3,97.43 m2,"$ 216,000"
964,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3231-denim-miraflores-lima-lima-esparq-inversiones,DENIM,-12.1125035,-77.03057799999999,Calle Tarapacá 140,Miraflores,En planos,"01 de Marzo, 2026",BBVA,"['Lobby', 'Piscina', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,TIPO 2A,Pisos: Entre 3 al 15,3,91.84 m2,"$ 202,000"
1010,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2410-hito-pueblo-libre-lima-lima-avenir-grupo-inmobiliario,HITO,-12.071739413407638,-77.06970118841005,Av. Simón Bolívar 1484,Pueblo Libre,Entrega inmediata,"30 de Junio, 2024",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO - X04 A,Piso: 2,2,69.00 m2,"S/ 510,000"
2800,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2452-soil-pueblo-libre-pueblo-libre-lima-lima-verdant-inmobiliaria,Soil Pueblo Libre,-12.0838136,-77.0657512,Av. La Marina 425,Pueblo Libre,En construcción,"30 de Junio, 2025",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Minimarket', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,18,Piso: 14,2,64.98 m2,"S/ 405,000"
3684,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 156,Piso: 4,3,54.87 m2,"S/ 85,695"
1854,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2442-treehouse-miraflores-lima-lima-lugano,TreeHouse,-12.1221035,-77.026121,"Av. Ernesto Diez Canseco N° 465, Miraflores",Miraflores,Entrega inmediata,"30 de Agosto, 2024",Banco BCP,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,6,Pisos: 2 y 12,1,61.00 m2,"S/ 506,000"
334,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1561-ambar-jesus-maria-lima-lima-marte,Ambar,-12.0813709,-77.0587166,Avenida Brasil 2363,Jesus Maria,En construcción,"30 de Junio, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Club House', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 3,Pisos: 5 y 8,3,82.50 m2,"S/ 637,372"
5830,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2037-pueblo-libre-pueblo-libre-lima-lima-ee-inmobiliaria,Pueblo Libre,-12.0837528,-77.0658852,Av. La Marina 449,Pueblo Libre,Entrega inmediata,"29 de Febrero, 2024",Banco BANBIF,['Lobby'],flat,901,Piso: 9,3,77.33 m2,"S/ 486,000"
266,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3372-residencial-lobo-san-borja-lima-lima-grupo-dicon,RESIDENCIAL LOBO,-12.106591,-76.9846506,Jr Hrno Lobo N°511 Esquina con Av Velasco Astete,San Borja,En planos,"31 de Diciembre, 2025",Banco Scotiabank,"['Areas verdes', 'Lobby', 'Otros']",flat,TIPO 10,Piso: 3,4,119.58 m2,"$ 261,163"
1529,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3425-alameda-san-miguel-san-miguel-lima-lima-tale-inmobiliaria,Alameda San Miguel,-12.06894549013527,-77.09819108247758,"Esquina Av. Precursores y Av. Elmer Faucett, San Miguel",San Miguel,En planos,"01 de Julio, 2027",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas']",flat,X10-A,Pisos: Entre 3 al 11,2,48.56 m2,"S/ 322,000"
4624,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2262-magnolia-pueblo-libre-lima-lima-paz,Magnolia,-12.066974793028786,-77.05592033381981,Avenida Mariano Cornejo 715,Pueblo Libre,Entrega inmediata,"15 de Abril, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,6b,Piso: 2,2,69.86 m2,"S/ 427,621"
2695,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3262-las-garzas-edificio-residencial-237-san-isidro-lima-lima-grupo-dicon,LAS GARZAS EDIFICIO RESIDENCIAL 237,-12.0989519,-77.0238363,Calle las garzas norte 237,San Isidro,En construcción,"31 de Mayo, 2025",Banco BCP,"['Ascensor directo', 'Lobby']",flat,TIPO 3,Piso: 2,3,113.58 m2,"$ 249,146"
4552,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3358-central-home-chacarilla-santiago-de-surco-lima-lima-ee-inmobiliaria,Central Home Chacarilla,-12.112760461149128,-76.99036037001652,Cl. Monterrey 319,Santiago De Surco,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Dpto. 206,Piso: 2,2,131.22 m2,"$ 188,000"
5826,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2037-pueblo-libre-pueblo-libre-lima-lima-ee-inmobiliaria,Pueblo Libre,-12.0837528,-77.0658852,Av. La Marina 449,Pueblo Libre,Entrega inmediata,"29 de Febrero, 2024",Banco BANBIF,['Lobby'],flat,601,Piso: 6,3,80.97 m2,"S/ 496,000"
5792,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1290-pacifik-ocean-tower-san-miguel-lima-lima-labok-grupo-inmobiliario,Pacifik Ocean Tower,-12.0911164,-77.0838218,Av. Bertolotto 850,San Miguel,Entrega inmediata,"28 de Febrero, 2022",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Club House', 'Gimnasio', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Sauna', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,2,Pisos: 3 y 17,3,77.00 m2,"S/ 585,000"
2654,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar,Hara (Etapa 5),-12.0811666,-77.01201929999999,"Calle Fermin tanguis 160, La victoria",La Victoria,En construcción,"30 de Septiembre, 2025",Banco BANBIF,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de cine', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X02-B,Piso: 2,2,52.21 m2,"S/ 451,535"
45,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2769-patio-la-paz-san-miguel-lima-lima-paz,Patio La Paz,-12.079547136588465,-77.10609539017598,Av. La Paz 2551,San Miguel,En planos,"30 de Diciembre, 2025",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,B5,"Pisos: 7, 9, 10, 12",2,57.19 m2,"S/ 306,028"
4375,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3030-look-feel-etapa-2-santiago-de-surco-lima-lima-grupo-t&c,LOOK&FEEL - Etapa 2,-12.1050154,-76.96628640000002,Calle Aldebaran 178,Santiago De Surco,En planos,"31 de Marzo, 2026",Financiamiento Propio,"['Boulevard peatonal', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,Tipo 11B,Piso: 1,2,113.56 m2,"S/ 783,267"
2069,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2588-mandra-miraflores-lima-lima-grupo-tyc,MANDRA,-12.1110063,-77.0505041,Av. del Ejercito 1190,Miraflores,En construcción,"01 de Marzo, 2025",Financiamiento Propio,"['Areas verdes', 'Ascensor directo', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,Tipo 5,Pisos: 2 y 4,2,84.53 m2,"S/ 679,204"
2717,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2816-hype-miraflores-lima-lima-capac-asociados,Hype,-12.1214529,-77.02678019999999,Esquina La Paz con Cantuarias,Miraflores,En planos,"31 de Marzo, 2026",Banco BCP,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,5,Pisos: Entre 9 al 20,1,56.50 m2,"S/ 536,559"
1291,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2893-campo-marte-jesus-maria-lima-lima-flat,CAMPO MARTE,-12.0665991,-77.0442315,Jr. Mogaburos 216 Esquina con Arnaldo Marquez,Jesus Maria,En planos,"30 de Noviembre, 2025",Banco Interbank,"['Gimnasio', 'Piscina', 'Terraza', 'Zona de Parrillas']",flat,TIPO 8,Pisos: Entre 4 al 17,3,68.76 m2,"S/ 449,000"
4863,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3067-cosmos-miraflores-lima-lima-llosa-edificaciones-urban,COSMOS,-12.118554202086711,-77.03987712638173,óvalo julio ramon ribeyro,Miraflores,En planos,"30 de Julio, 2026",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,8,Piso: 8,2,67.59 m2,"$ 190,333"
5081,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3037-residencial-salamanca-de-monterrico-17-ate-lima-lima-eficaxx-grupo-inmobiliario,Residencial Salamanca de Monterrico 17,-12.07698935103604,-76.98725551026023,Calle Los Olmos con Los Helechos,Ate,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO 4,Pisos: 5 y 6,3,62.56 m2,"S/ 415,000"
6375,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3330-beside-santiago-de-surco-lima-lima-redbay-inmobiliaria,BESIDE,-12.099292042817616,-76.9707952769574,"Av. El Polo 828, Santiago de Surco",Santiago De Surco,En planos,"30 de Julio, 2026",BBVA,"['Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Salon Gourmet', 'Techo Panorámico', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X08,Pisos: Entre 3 al 16,1,37.95 m2,"S/ 385,900"
2759,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2984-cinnco-mambo-etapa-i-comas-lima-lima-lider,CINNCO MAMBO ETAPA I,-11.935316324729031,-77.06398050313845,Calle 18 S/N,Comas,En construcción,"01 de Agosto, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,1,"Pisos: 1, 9, 11",3,75.17 m2,"S/ 311,400"
6286,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2626-arandanos-aramburu-surquillo-lima-lima-abril-grupo-inmobiliario,Arándanos - Aramburú,-12.1025107,-77.01771819999999,Av. Aramburú 1160,Surquillo,En construcción,"31 de Julio, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,ARA-1-X04A,Pisos: Entre 2 al 22,3,72.23 m2,"S/ 525,924"
6120,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2693-santa-isabel-147-miraflores-lima-lima-labok-grupo-inmobiliario,Santa Isabel 147,-12.1300885,-77.02741759999999,Santa Isabel 147,Miraflores,En construcción,"30 de Junio, 2025",Banco BCP,"['Areas verdes', 'Lobby', 'Video vigilancia', 'Otros']",duplex,Tipo 5 - 801,Piso: 8,2,286.32 m2,"$ 615,000"
4307,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3399-top-life-juan-de-aliaga-magdalena-del-mar-lima-lima-torre-val-desarrollos,TOP LIFE JUAN DE ALIAGA,-12.09551438562851,-77.05980598815403,Av. Antonio Miroquesada (Ex Juan de Aliaga) 419,Magdalena Del Mar,En planos,"30 de Junio, 2026",Otros,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 5,Piso: 21,1,51.00 m2,"S/ 405,798"
4546,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3358-central-home-chacarilla-santiago-de-surco-lima-lima-ee-inmobiliaria,Central Home Chacarilla,-12.112760461149128,-76.99036037001652,Cl. Monterrey 319,Santiago De Surco,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Dpto. 102,Piso: 1,1,53.05 m2,"$ 117,000"
1408,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3198-hernandez-1273-pueblo-libre-lima-lima-rb-arquitectura,Hernández 1273,-12.080061208726356,-77.07032557523331,Jirón Daniel Hernández N° 1273,Pueblo Libre,En planos,"31 de Mayo, 2025",Otros,"['Lobby', 'Otros']",flat,TIPO 1,"Pisos: 2, 3, 4, 5, 6",2,67.54 m2,"S/ 459,000"
